/ && GET,^/product/[0-9][[:alnum:]]*$ && GET,,,,avg,
919.9153765408869,797.3083259378661,1181.688181348831,6.912902259648659,769.9608641152703,835.4293161806115,
919.880869438201,794.7766990123791,1176.3088665918835,6.869322374981536,772.6565874981742,835.19438235134,
917.7595870898379,798.5849056603778,1186.1445783132535,6.7604166666666625,775.3121836685034,834.8674088626947,
902.4161138478378,794.1747572815536,998.1060606060607,6.7604166666666625,776.7063888888891,813.5471704903291,
855.4898245614038,777.3255813953488,945.901639344263,8.068627450980387,837.0370370370383,776.2895974235103,
845.8366137566138,741.7012005108558,927.6842884990265,7.881818181818183,800.0000000000009,750.378819961401,
834.039762510602,684.6587222222227,903.6274821610607,8.254385964912288,785.2941176470597,715.7825277029046,
812.5015531165874,694.1669874142386,888.7213582514253,8.370717843428006,780.3973361560645,703.2466219122915,
812.7650072774786,692.1485741410493,886.9356515462378,8.349888493437394,778.4698277251075,702.1053999963842,
813.0389905618273,690.0351456754447,885.0542543660183,8.328161725440694,776.4513648903962,701.0003585588074,
724.0755502965131,658.2778658532387,832.701370816558,8.62129988939504,662.7864243210125,632.1938773027791,
645.6008902077156,619.553331008699,788.2922349829807,8.031182598868263,675.233149809789,582.6832598375161,
594.1617061257593,605.0342552856036,771.2259502919756,8.074908312621835,677.0017786165199,559.8588377936547,
555.7097851769375,585.7619391251569,767.9519323842578,8.003930188156314,670.8779217715162,541.6324974105847,
510.7063099991299,562.809542490071,788.6251980114903,7.986156027992793,658.3566685912238,536.827406077177,
513.3499158485522,556.7622833759364,798.0737451844918,7.900573638906773,657.8356997679407,533.8007804746491,
477.009942140494,547.5391754997695,856.8542235161079,7.291799686458216,623.2896354095213,523.293159977414,
448.4041498031622,529.4778893559878,908.78784121554,7.004647066511425,573.5126232500768,521.6261742867674,
435.6972207681356,519.2802322089188,911.6046111393351,6.107644995611498,552.1365567384771,508.69191951239475,
431.66136078354896,468.6107128204485,900.0152196584446,5.760590412774195,533.1469428148652,494.3540535034725,
405.41934387726553,461.8115272888174,912.6179913968024,6.053071269170142,520.7550483430398,486.99905072897246,
406.2846773237993,463.0584929027349,912.8657372657317,6.054840434674669,524.2668155523504,488.0225916796171,
362.5925925925926,421.7213114754102,909.2356769355457,5.8333333333333295,478.37837837837856,467.53121998078757,
340.52419354838685,390.83333333333314,921.5748369402362,5.783333333333329,384.14634146341473,450.39447731755456,
340.52419354838685,390.83333333333314,921.5836510219751,5.783333333333329,384.14634146341473,450.39447731755456,
311.28318584070837,394.04761904761904,903.8610343304331,5.7133333333333285,400.5681818181813,438.45164609053506,
292.8680334372847,413.8453128653652,903.4191605534729,5.7386081754176335,428.570568556412,431.4978442785533,
274.5145091250988,395.7615197402165,900.1779172431263,5.6914775169103535,399.44299019455326,414.9374347546599,
300.95330818351204,434.835467647599,900.8532164332585,5.663031128630229,432.99922803911284,432.0833543295929,
327.4283181842893,473.5293685144429,850.1768345074703,6.117639485259032,460.09582841905547,435.6916709893977,
330.6942491865169,495.6524091450136,839.2424319743875,5.816316188304635,460.45424299097147,436.5699438952472,
